Iteration,Mask Proportion,Reward Average
1,0.9821820175438596,0.6693845987319946
2,0.9618969298245613,0.7766309157013893
3,0.942297149122807,0.8287068977952003
4,0.920093201754386,0.7827089428901672
5,0.8996710526315791,0.769685685634613
6,0.8782894736842105,0.7357742413878441
7,0.859375,0.6806455925107002
8,0.8411458333333334,0.7681444808840752
9,0.8222313596491228,0.8059291988611221
10,0.8020833333333334,0.8733495995402336
11,0.7848135964912281,0.8758262246847153
12,0.7658991228070174,0.7759173735976219
13,0.7462993421052632,0.7960610464215279
14,0.7232730263157895,0.7919501513242722
15,0.7047697368421052,0.7390023618936539
16,0.6828399122807016,0.7061445415019989
17,0.6609100877192982,0.7116606533527374
18,0.6428179824561403,0.6732325106859207
19,0.6248629385964912,0.6365698352456093
20,0.605263157894737,0.5864432789385319
21,0.5874451754385965,0.5679071303457022
22,0.5688048245614035,0.625351045280695
23,0.5496162280701754,0.6552181020379066
24,0.5282346491228069,0.6363494284451008
25,0.5069901315789473,0.6262483559548855
26,0.48629385964912286,0.6428670845925808
27,0.46354166666666663,0.6401878595352173
28,0.4398300438596491,0.6706254668533802
29,0.41694078947368424,0.6702976822853088
30,0.39528508771929827,0.6570495627820492
31,0.3729440789473684,0.6806658990681171
32,0.3486842105263158,0.6943434290587902
33,0.32716557017543857,0.674625001847744
34,0.3087993421052631,0.666710764169693
35,0.28728070175438597,0.6839579604566097
36,0.2661732456140351,0.689467579126358
37,0.2461622807017544,0.698119405657053
38,0.2250548245614035,0.6964329928159714
39,0.20381030701754388,0.7005028948187828
40,0.1833881578947368,0.684101514518261
41,0.16310307017543857,0.6738063655793667
42,0.1435032894736842,0.6556684300303459
43,0.12253289473684209,0.6717323251068592
44,0.10224780701754385,0.677153080701828
45,0.08031798245614036,0.6841015480458736
46,0.061814692982456135,0.6815342009067535
47,0.042077850877192985,0.678451981395483
48,0.022341008771929825,0.680875688791275
49,0.0,0.6941196545958519
